pmid,year,title,authors,journal,is_research_article,relative_citation_ratio,nih_percentile,human,animal,molecular_cellular,apt,is_clinical,citation_count,citations_per_year,expected_citations_per_year,field_citation_rate,provisional,x_coord,y_coord,cited_by_clin,cited_by,references,doi
6222217,1991,Problem area formation as an element of computer aided diagnosis: a comparison of two strategies within quick medical reference (QMR).,"L Berman, R A Miller",Methods Inf Med,Yes,0.88,45.4,0.0,0.0,0.0,0.25,No,12,0.4,0.4567320722318436,1.6108748021943768,No,0.0,-0.75,,"[10495101, 8723611, 9513004, 8190157, 14654885, 8325003, 7719792, 10495102, 7647840, 1482872, 9753979, 29402991]","[3331578, 2695783, 2695784, 3931972, 884196, 2407929, 7048091, 3544509, 5637758]",
3225477,1991,A computer method for visual presentation and programmed evaluation of labor.,"E A Balas, T A Pryor, R M Hebertson, P J Haug, M Twede",Obstet Gynecol,Yes,0.4,21.5,1.0,0.0,0.0,0.05,No,8,0.26666666666666666,0.6676743225011127,2.715156532412562,No,0.0,1.0,,"[11971890, 12606235, 32080308, 19065459, 21440086, 11515411, 10566438, 10641959]","[2304706, 3807975, 2733927, 2916619, 7207603, 2677732, 4758447, 3555085, 2381625, 6691639, 2186274, 5043422, 6700893]",
6222217,1991,A structured visual language for a knowledge-based front-end to statistical analysis systems in biomedical research.,K M Wittkowski,Comput Methods Programs Biomed,Yes,0.12,5.8,1.0,0.0,0.0,0.05,No,2,0.06666666666666667,0.5660969890885852,2.183399649433692,No,0.0,1.0,,"[17060213, 15122738]",[2282791],10.1016/0169-2607(91)90105-3
2439879,1991,Repetition priming with aspect and agreement morphology in American Sign Language.,K Emmorey,J Psycholinguist Res,Yes,0.59,32.1,1.0,0.0,0.0,0.25,No,15,0.5,0.8431574268524313,3.633809793434322,No,0.0,1.0,[23943581],"[32976852, 15342259, 24446945, 34113290, 8432094, 22578601, 8366475, 23943581, 25786230, 20919784, 33043298, 9293622, 15360124, 8371838, 23073709]","[24214764, 7171919, 3581731, 2087376, 7442544, 4046825, 3821486]",10.1007/BF01067970
3600400,1991,An interlingua for electronic interchange of medical information: using frames to map between clinical vocabularies.,"F E Masarie, R A Miller, O Bouhaddou, N B Giuse, H R Warner",Comput Biomed Res,Yes,4.08,90.8,0.0,0.0,0.0,0.05,No,78,2.6,0.6372421821890961,2.555844414924963,No,0.0,-0.75,,"[16501181, 8947670, 8130572, 10421962, 7719805, 10833166, 15196481, 8750391, 10566431, 9925225, 8412823, 17911788, 8130564, 7895474, 17202287, 12968776, 7719804, 7719806, 8947636, 8947638, 27668467, 9865035, 11515415, 9865037, 7719796, 7719797, 7719807, 16501179, 12874660, 7895133, 18952944, 1807625, 9929321, 8947669, 8252127, 8252130, 29681027, 21031148, 7672870, 7743315, 8207180, 11062225, 1611890, 9357700, 1508034, 27488402, 9865041, 11062226, 8515708, 7719792, 7707747, 9848410, 7950020, 16779043, 9865046, 8947775, 9513004, 9452985, 9865042, 9524353, 7949925, 15191602, 17947616, 8947630, 9520222, 7719786, 1395522, 7949910, 8130602, 9040895, 8466601, 9452984, 9452981, 8130594, 9082123, 8033537, 7949914, 9082124]","[6059773, 3544509, 6688267, 3886276, 21868959, 5033048, 3295316, 7048091, 6986000, 3544508]",10.1016/0010-4809(91)90035-u
6376944,1991,Automatic evaluation of protein sequence functional patterns.,"R Guigó, A Johansson, T F Smith",Comput Appl Biosci,Yes,0.24,12.3,0.0,0.0,0.0,0.05,No,10,0.3333333333333333,1.3815407598246838,6.45224411702912,No,0.0,-0.75,,"[9415984, 1375994, 8682215, 9730925, 8019865, 8332528, 10487860, 9790834, 14642756, 1764048]","[3587366, 7265238, 3474607, 3281255, 3945547, 2296575, 3754149, 6572363]",10.1093/bioinformatics/7.3.309
6376944,1991,Computer-assisted infrared identification of vapor-phase mixture components.,"B Wythoff, H K Xiao, S P Levine, S A Tomellini",J Chem Inf Comput Sci,Yes,0.2,9.8,0.0,0.0,1.0,0.05,No,3,0.1,0.5099937957532967,1.889699684974351,No,-0.8660254037844386,-0.5,,"[7977033, 9240356, 10526796]","[2619056, 3813032]",10.1021/ci00003a005
3600400,1991,Combining physiologic models and symbolic methods to interpret time-varying patient data.,"M G Kahn, L M Fagan, L B Sheiner",Methods Inf Med,Yes,1.72,70.0,1.0,0.0,0.0,0.25,No,31,1.0333333333333334,0.6011872000964058,2.3670967460370194,No,0.0,1.0,[11223553],"[16169282, 15617978, 11173054, 25861090, 8830925, 11151746, 8830924, 17600103, 7950015, 8713762, 10159118, 11046112, 1482937, 16343873, 12488418, 9121374, 9397339, 7581625, 11223553, 8412821, 9684088, 24529699, 9364432, 17317332, 12889739, 10860586, 9929201, 7697950, 8870964, 17011175, 9499744]","[3231033, 3231034, 3231036, 3301187, 1137256, 2005832, 7153881]",
2439879,1991,Medical knowledge bases.,"R A Miller, N B Giuse",Acad Med,Yes,0.75,40.0,0.0,0.0,0.0,0.05,No,11,0.36666666666666664,0.4857093324028667,1.7625706286956724,No,0.0,-0.75,,"[8370003, 8913556, 17371899, 9925225, 29940263, 8321132, 8130550, 8466601, 15684125, 7719792, 1807576]","[3530083, 3931972, 3901853, 3811346, 2695783, 3532898, 7033538, 2653156, 2407929, 3544508, 3544509, 7048091, 2405204]",10.1097/00001888-199101000-00004
2439879,1991,Myocardial metabolism of fluorodeoxyglucose compared to cell membrane integrity for the potassium analogue rubidium-82 for assessing infarct size in man by PET.,"K L Gould, K Yoshida, M J Hess, M Haynie, N Mullani, R W Smalling",J Nucl Med,Yes,3.9,90.2,0.33,0.0,0.67,0.75,Yes,104,3.466666666666667,0.8878590375112438,3.86782252392734,No,-0.5773502691896257,0.0,"[7850976, 7977113, 7829809, 10611808]","[23360750, 1984890, 8814735, 12234110, 10355104, 17386885, 1512334, 9528722, 7850976, 9323273, 1537087, 8409541, 8799234, 11771451, 17076890, 1594901, 8478719, 9885104, 9106772, 15645391, 9420697, 25429160, 11891478, 2060120, 16234794, 22116590, 10758435, 1787073, 15645392, 8184026, 11144484, 10402449, 8969575, 19520347, 25255237, 9651708, 7947381, 11039610, 20206068, 8151409, 8352093, 10198648, 8787335, 1769037, 8133125, 1661237, 8227825, 25234079, 8418996, 8862316, 7977113, 30895563, 30809755, 9800238, 9191475, 17619189, 9420703, 11930884, 17079817, 9060890, 1884490, 30397868, 8722829, 9173038, 8223775, 11676954, 15091136, 8409073, 10080468, 1439867, 22231930, 29556943, 8436762, 7829809, 10901510, 9934614, 33175302, 10464799, 10611808, 8021527, 8752185, 8326404, 24285943, 8654119, 16204709, 7997543, 8916320, 15010115, 34076856, 8165842, 18344436, 1517836, 9228654, 8062845, 8780043, 1577608, 8005150, 9183620, 7850935, 30809756, 21528386, 8548894, 1988611, 7614489]","[690702, 4427131, 6258441, 4698326, 6600659, 3491189, 4935841, 3497966, 4960370, 6619961, 6619960, 2784361, 3044639, 11344548, 5441344, 6405605, 6602868, 4693930, 3349587, 5026760, 3731419, 3183750, 2971086, 3485252, 3988934, 4587823, 14156002, 2787037, 4953629, 6979917, 4979049, 3485669, 3258239, 6600276, 2738118, 1211446, 6977420, 7317913, 1110239, 7357719, 2341897, 6975358, 3000193, 2682779, 447851, 4417866, 4752857, 5360230, 4430101, 4922951, 100258, 3260624, 14172092, 5936689, 4953256, 2787845, 6020233, 4951332, 3168585, 6974614, 5073663, 864716, 2809743, 3486725, 3486054, 966055, 3261123, 3489746]",
3731745,1991,The structure of expert diagnostic knowledge in occupational medicine.,"P Harber, J M McCoy, S Shimozaki, P Coffman, K Bailey",Am J Ind Med,No,0.22,11.4,1.0,0.0,0.0,0.05,No,4,0.13333333333333333,0.593733493001613,2.3280766229622425,No,0.0,1.0,,"[16539170, 28598934, 16607190, 1864103]","[17835457, 4064777, 2523962]",10.1002/ajim.4700190112
6222217,1991,Short-term memory and sentence comprehension. An investigation of a patient with crossed aphasia.,"R S Berndt, C C Mitchum, T R Price",Brain,Yes,0.61,32.8,1.0,0.0,0.0,0.25,No,12,0.4,0.6593835567079194,2.671754410821205,No,0.0,1.0,,"[15070002, 12468397, 23002318, 7538647, 24487516, 24151460, 21271923, 14698734, 9088724, 20818576, 24968010, 8044680]","[3580186, 6683142, 1218376, 3809577, 3954906, 3382934, 3651806, 2673485, 922463, 14026018, 3427400, 5017505, 6204712, 1998885, 5364015, 7306783, 5164373, 4737683, 3427401, 5431401, 4048548]",
6363520,1991,Electrocardiographic body surface potential mapping in the Wolff-Parkinson-White syndrome. Noninvasive determination of the ventricular insertion sites of accessory atrioventricular connections.,"J Liebman, J A Zeno, B Olshansky, A S Geha, C W Thomas, Y Rudy, R W Henthorn, M Cohen, A L Waldo",Circulation,Yes,1.68,69.2,1.0,0.0,0.0,0.5,No,36,1.2,0.7159096840428762,2.9676684328642,No,0.0,1.0,[11380912],"[1423933, 7551318, 14509316, 18482872, 11380912, 9684453, 8728600, 10355549, 8449192, 8443882, 8913902, 8026033, 21276874, 12395354, 7692960, 8808526, 9350144, 10611910, 11044435, 16939826, 9810295, 19484511, 8218140, 23275263, 15534833, 25955987, 7977084, 8218135, 31728876, 1382283, 10533929, 7628129, 25784024, 8847454, 8419000, 7967838]","[6691739, 3676020, 181170, 412608, 5061320, 3281993, 619559, 458289, 146210, 3397696, 3742754, 1192575, 7410995, 7074784, 7299998, 7264502, 1106164, 3708782, 6825004, 6502050, 7188618]",10.1161/01.cir.83.3.886
6222217,1991,Physicians' information needs: analysis of questions posed during clinical teaching.,"J A Osheroff, D E Forsythe, B G Buchanan, R A Bankowitz, B H Blumenfeld, R A Miller",Ann Intern Med,Yes,11.84,98.6,0.0,0.0,0.0,0.75,No,219,7.3,0.6167329131224693,2.4484784837210687,No,0.0,-0.75,"[11903763, 33331826, 16221942, 18096918, 21749939, 18055891, 18974808]","[19672686, 16442419, 9925225, 17551935, 24663331, 22412110, 10566457, 9357737, 9375711, 11743154, 32041438, 12725960, 7841907, 23282783, 11903763, 22412112, 20670693, 8130550, 16636706, 30228619, 12578042, 17206992, 12113515, 10974185, 8913556, 26171077, 7602244, 8952308, 15910587, 9125922, 30084724, 18751285, 15512285, 9507494, 23211783, 9861513, 15712773, 29619349, 12113517, 11782735, 8874317, 9681177, 12474650, 7651090, 18775823, 9452981, 8581550, 9705616, 16290243, 11759420, 10835087, 10550024, 15494761, 12463809, 8412551, 8883985, 23304279, 9313024, 11604759, 8883986, 12654121, 8428184, 18974818, 12004824, 33331826, 7783571, 12373657, 11280698, 11515415, 9891148, 7920340, 17398337, 12883577, 22128010, 16404469, 11337949, 21203677, 8713757, 7703939, 21924802, 14691004, 1517722, 15378222, 1582194, 1326368, 16221942, 25954424, 7983957, 9799327, 18096918, 23460626, 14666833, 12463903, 9452986, 16501176, 12113514, 14728127, 9780535, 21749939, 12395488, 18675380, 27175414, 21705457, 1482993, 10202428, 14530776, 8112055, 8826622, 11426236, 18974810, 11208260, 11971883, 1569892, 15684125, 11604973, 7949993, 9357687, 15109335, 21685609, 16978559, 28089913, 15882499, 19930476, 8472005, 7850563, 10566504, 10566503, 15802487, 12574759, 11187652, 25849641, 10824774, 9191734, 9193245, 10428249, 22942979, 19261939, 20428280, 8192298, 1511597, 11031158, 10334164, 16497680, 7719792, 10566402, 15360989, 18693891, 28168831, 20648248, 1807782, 22700742, 8898602, 11861631, 22769592, 11872553, 8563422, 17971890, 23543706, 8947618, 16750936, 9929205, 1823543, 25031562, 31912626, 1309087, 12597509, 8913551, 7489077, 17169669, 33650460, 29514547, 21256977, 19626145, 9550841, 9502380, 18999288, 16848134, 18219379, 10435959, 7601525, 15494760, 8004026, 9803304, 12208447, 15064289, 18055891, 10050570, 11050794, 9803305, 9223033, 8563373, 17785685, 9929301, 11909789, 9160156, 7949861, 30444868, 17286722, 19675781, 17870649, 9163290, 25159587, 27307266, 1661772, 31299685, 20418155, 32544151, 8883983, 15317573, 30823931, 28849256, 1406334, 9681174, 18974812, 1482926, 18974808, 10507188, 30905304, 8947702]","[656657, 6620348, 3286915, 5058798, 3276267, 2294449, 2915863, 2403476, 6758356, 4437218, 2186274, 6336788, 2407930, 2405204, 6631926, 2790344, 3989842, 3586293, 4037559, 2187395, 7350355, 2653156, 6691639, 6776305, 2909205, 3297479, 6699568]",10.7326/0003-4819-114-7-576
6376944,1991,Attention deficit disorder and specific reading disability: separate but often overlapping disorders.,"R A Dykman, P T Ackerman",J Learn Disabil,Yes,6.39,95.7,1.0,0.0,0.0,0.75,Yes,129,4.3,0.6724763809826132,2.7402952869379886,No,0.0,1.0,"[10836893, 21488750, 25299355, 1765729, 11817499, 17169593, 22628142, 27410907, 16496035, 1583417]","[10944655, 22561890, 17085629, 23005917, 11892948, 1377727, 9884676, 25265514, 12815748, 10836893, 9471121, 21488750, 21463044, 9468105, 8283130, 23616179, 19813130, 8245138, 10509732, 21568165, 20375294, 7844478, 18928410, 1460392, 9660510, 8655658, 22286108, 19491809, 1592775, 11230624, 15303816, 15493237, 25299355, 29271537, 32847176, 33716362, 24162872, 20556504, 27065220, 30053315, 17712165, 9109030, 7941393, 9680053, 24233983, 16442173, 15490895, 17177013, 28503058, 15301790, 20721770, 18389427, 10902412, 1548395, 19523794, 20688467, 10748641, 22948736, 16137334, 1564037, 19723980, 18838044, 19728277, 8051511, 25810984, 33507832, 1765729, 20085506, 23043869, 9364901, 33083007, 18416664, 32536857, 1431541, 15458498, 1564038, 11817499, 10970718, 22504496, 21521869, 12537336, 16844106, 27242565, 19472157, 8228029, 17619141, 11967476, 15291732, 8732886, 15503570, 15839498, 9796755, 16101120, 8018551, 16840237, 21757683, 9715582, 17169593, 8150884, 22628142, 8283125, 22928929, 10784080, 9145356, 23186142, 31764410, 27410907, 16266252, 22286113, 25349092, 22609575, 11261391, 11344468, 18295147, 1419869, 19362708, 15505947, 24203785, 15737942, 9146093, 15940958, 7648249, 18226285, 16496035, 18039239, 27867764, 15495545, 15505967, 1583417]","[2889717, 3760344, 7175040, 2341796, 3343210, 4900822, 489853, 13879908, 3667501, 7398452, 3053611, 3056070, 3584010, 2808257, 3809156, 2430098]",10.1177/002221949102400206
3298989,1990,Auditory stimulus intensity gradients and response to methylphenidate in ADD children.,"P T Ackerman, R A Dykman, D M Oglesby",Pavlov J Biol Sci,Yes,0.11,5.3,1.0,0.0,0.0,0.05,No,2,0.06451612903225806,0.5920731985358335,2.3868360130414343,No,0.0,1.0,,"[28173965, 8018551]","[6542082, 6578535, 7398452, 6595682, 972964, 489853, 6856363, 7099731, 4795188]",10.1007/BF02900701
3225477,1990,Lexical recognition in sign language: effects of phonetic structure and morphology.,"K Emmorey, D Corina",Percept Mot Skills,Yes,2.67,82.8,1.0,0.0,0.0,0.75,No,66,2.129032258064516,0.7964122906394135,3.463646145027247,No,0.0,1.0,"[23943581, 8634725]","[20823724, 20348580, 32976852, 29687014, 25149961, 18834975, 19246345, 9184483, 16262769, 23943581, 21300112, 25786230, 21686080, 15010243, 8114493, 33510545, 33043298, 12527096, 22773886, 27250716, 20350188, 28575411, 27112154, 22822282, 31234112, 1886075, 8371838, 24917837, 27881480, 29659103, 26146525, 19620251, 9046560, 24959158, 30914998, 25628070, 22401990, 22763237, 24446945, 9126418, 32521285, 19823599, 8366475, 20434727, 8634725, 12965045, 33940343, 20919784, 23999083, 25630312, 25528091, 25152744, 27484253, 30235306, 10767991, 27656874, 34113290, 8432094, 24043510, 26644551, 30354860, 18656181, 25431562, 24860539, 26478715, 10447993]","[7465310, 6866681, 6657445, 3581730, 7363578]",10.2466/pms.1990.71.3f.1227
6363520,1990,Use of noninvasively determined right ventricular epicardial breakthrough in clinical diagnosis and understanding.,J Liebman,J Electrocardiol,Yes,0.17,8.3,1.0,0.0,0.0,0.05,No,3,0.0967741935483871,0.5742843033002122,2.293093487177409,No,0.0,1.0,[15333080],"[15333080, 8120474, 8433054]","[338194, 7300018, 668061, 5061320, 2760554, 5923046, 5482907, 881606, 830217, 3397696, 7299996, 832342, 7304434, 7264502, 5707066, 5552098, 6502050, 14209652]",10.1016/0022-0736(90)90077-f
6198358,1990,Spectral peak verification and recognition using a multilayered neural network.,"B J Wythoff, S P Levine, S A Tomellini",Anal Chem,Yes,1.49,65.1,0.5,0.0,0.5,0.05,No,25,0.8064516129032258,0.5402979518755361,2.1139948762039857,No,-0.4330127018922193,0.25,,"[29037591, 1417451, 10857567, 1515509, 10469528, 11817048, 8843143, 10232652, 21644771, 8521591, 9291029, 18966932, 19733113, 9708286, 8328724, 7726727, 7747881, 1759715, 18924784, 7889593, 1334208, 8079769, 9060158, 8673238, 11688643]",[2619056],10.1021/ac00223a011
6198358,2010,High-resolution cardiac MRI using partially separable functions and weighted spatial smoothness regularization.,"Anthony G Christodoulou, Cornelius Brinegar, Justin P Haldar, Haosen Zhang, Yi-Jen L Wu, Lesley M Foley, T Hitchens, Qing Ye, Chien Ho, Zhi-Pei Liang",Annu Int Conf IEEE Eng Med Biol Soc,Yes,0.45,24.2,0.0,1.0,0.0,0.25,No,10,0.9090909090909091,2.0305576755655297,3.369029561842257,No,0.8660254037844386,-0.5,,"[28921631, 26132462, 24105815, 26685228, 28630889, 21097243, 23260392, 25283177, 31549235, 22424451]","[18383297, 21095705, 10542340, 19964109, 19243031, 19163434, 8383792, 21097243, 17057063, 16443687, 19097216, 14587014]",10.1109/IEMBS.2010.5627889
6198358,2010,Correction of field inhomogeneity effects on limited k-space MRSI data using anatomical constraints.,"Xi Peng, Hien Nguyen, Justin Haldar, Diego Hernando, Xian-Pei Wang, Zhi-Pei Liang",Annu Int Conf IEEE Eng Med Biol Soc,Yes,0.5,27.2,1.0,0.0,0.0,0.05,No,11,1.0,1.989925320058918,3.2470027643198685,No,0.0,1.0,,"[26841000, 34096097, 29315780, 24496655, 23070291, 32020661, 25571466, 32399974, 28556373, 27851875, 26509928]","[16721752, 18383297, 19472414, 3831675, 17649912, 17196412, 17257868, 15754983]",10.1109/IEMBS.2010.5627873
6363520,2010,PSF model-based reconstruction with sparsity constraint: algorithm and application to real-time cardiac MRI.,"Bo Zhao, Justin P Haldar, Zhi-Pei Liang",Annu Int Conf IEEE Eng Med Biol Soc,Yes,0.8,41.9,0.33,0.67,0.0,0.25,No,18,1.6363636363636365,2.0561152295160694,3.4457838238633833,No,0.5773502691896257,0.0,,"[22578926, 24243528, 24105815, 30932835, 25350290, 21859601, 33768137, 27604855, 21097198, 24801352, 26685228, 22255151, 22695345, 23260392, 23744657, 25283177, 25809847, 24443673]","[19163434, 22389578, 19097216, 18290044, 19964109, 18228595, 21097198, 14587014]",10.1109/IEMBS.2010.5627934
3298989,1990,Variation in dentist service rates in a homogeneous patient population.,"D Grembowski, P Milgrom, L Fiset",J Public Health Dent,Yes,4.35,91.7,1.0,0.0,0.0,0.5,No,48,1.5483870967741935,0.3563592906056162,1.144689335691183,No,0.0,1.0,,"[16022038, 9150060, 10709524, 9549985, 14503824, 15819113, 32502170, 16987308, 17971118, 19709106, 10665180, 22133373, 15751492, 10830645, 12236900, 15646215, 12174535, 9655028, 10830650, 10207530, 7562733, 9140335, 1541781, 16809195, 16171260, 15505235, 10540934, 8654037, 9722270, 2118182, 10633023, 1481132, 8322716, 10403087, 12180042, 8923926, 8184674, 2024138, 17455442, 15754898, 9370022, 9611494, 11695157, 11062933, 1564688, 9558515, 11349990, 11934190]","[3510394, 3164305, 6753863, 2952622, 3276981, 1058964, 7100999, 10313544, 3941721, 7464309, 3468166, 6593353, 6843200, 6553768, 3119521, 3859659]",10.1111/j.1752-7325.1990.tb02129.x
2439879,1990,Factors influencing variation in dentist service rates.,"D Grembowski, P Milgrom, L Fiset",J Public Health Dent,Yes,3.02,85.5,1.0,0.0,0.0,0.5,No,38,1.2258064516129032,0.40576742495589246,1.4050564496055624,No,0.0,1.0,,"[7799295, 16022038, 9195499, 15061860, 25296335, 9150060, 12166914, 8906701, 15505235, 25924843, 8654037, 31851397, 32502170, 15853841, 1481132, 8006731, 19709106, 10403087, 12180042, 22133373, 15751492, 12492911, 33673335, 15646215, 8184674, 2024138, 12174535, 18782365, 28643435, 11695157, 21881073, 9370022, 1564688, 8501287, 12953895, 9669597, 10830650, 11144872]","[4031436, 2118181, 6746297, 3276981, 3117855, 6481931, 3336188, 4529259, 3586247, 4711342, 5338568, 10287407]",10.1111/j.1752-7325.1990.tb02130.x
